"document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,What kind of animal is Marahute?,an eagle,An large eagle that is rare.,What kind of animal is Marahute ?,an eagle,An large eagle that is rare ."
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,What does Marahute show Cody?,her nest and eggs,Her nest and eggs.,What does Marahute show Cody ?,her nest and eggs,Her nest and eggs ."
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,What kind of animals come to Cody's rescue?,mice,Mice and an albatross ,What kind of animals come to Cody s rescue ?,mice,Mice and an albatross"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,What does Bernard ride in on when he disables McLeach's vehicle?,a wild razorback,A wild razorback pig,What does Bernard ride in on when he disables McLeach s vehicle ?,a wild razorback,A wild razorback pig"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Why did McLeach throw Cody's backpack into the water?,to make people think he had died,To trick the Rangers into thinking that Cody was dead.,Why did McLeach throw Cody s backpack into the water ?,to make people think he had died,To trick the Rangers into thinking that Cody was dead ."
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Where does the story take place?,Austrailia,The Australian outback.,Where does the story take place ?,Austrailia,The Australian outback ."
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Who is Jake?,Bianca and Bernard's guide and protector,a hopping mouse who works for RAS,Who is Jake ?,Bianca and Bernard s guide and protector,a hopping mouse who works for RAS"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Who does Bianca get engaged to?,Bernard,Bernard,Who does Bianca get engaged to ?,Bernard,Bernard"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,What were the eggs that Joanna tried to eat?,rocks,Rocks.,What were the eggs that Joanna tried to eat ?,rocks,Rocks ."
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Who hid the eggs from Joanna?,Bernard,Bernard,Who hid the eggs from Joanna ?,Bernard,Bernard"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,What kind of animal does Cody rescue and befriend in the Australian Outback?,A rare giant eagle,A rare giant eagle.,What kind of animal does Cody rescue and befriend in the Australian Outback ?,A rare giant eagle,A rare giant eagle ."
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Why was Percival C. McLeach a wanted man by the Australian Rangers?,He was a poacher,He's a local poacher,Why was Percival C. McLeach a wanted man by the Australian Rangers ?,He was a poacher,He s a local poacher"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,What does McLeach think will happen to him if he finds an eagle like the one Cody did?,He would become rich,He'll be rich. ,What does McLeach think will happen to him if he finds an eagle like the one Cody did ?,He would become rich,He ll be rich ."
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,What headquarters was the telegram sent to in New York City?,The Rescue Aid Society,Rescue Aid Society,What headquarters was the telegram sent to in New York City ?,The Rescue Aid Society,Rescue Aid Society"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Who acts as a tour guide to both Bianca and Bernard?,Jake,Jake the hopping mouse.,Who acts as a tour guide to both Bianca and Bernard ?,Jake,Jake the hopping mouse ."
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,What lie ultimately led Cody to bringing McLeach to the eagles nest?,He was told that Marahute has died,A trick that makes Cody think Marahute is died.,What lie ultimately led Cody to bringing McLeach to the eagles nest ?,He was told that Marahute has died,A trick that makes Cody think Marahute is died ."
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,What group of animals was Cody tied up and hung over?,Crocodiles,The animals in a dungeon at the McLeach ranch.,What group of animals was Cody tied up and hung over ?,Crocodiles,The animals in a dungeon at the McLeach ranch ."
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Who died at Crocodile Falls?,McLeach,McLeach,Who died at Crocodile Falls ?,McLeach,McLeach"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Who proposed to Bianca?,Bernard,Bernard,Who proposed to Bianca ?,Bernard,Bernard"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,What ultimately happened to Marahute's eggs?,They hatched,They hatch,What ultimately happened to Marahute s eggs ?,They hatched,They hatch"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Who is the main antagonist in the story?,Percival C. McLeach,Percival McLeach,Who is the main antagonist in the story ?,Percival C. McLeach,Percival McLeach"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,What is the setting of the story?,The Australian Outback,The Australian Outback.,What is the setting of the story ?,The Australian Outback,The Australian Outback ."
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Who are all three of the RAS operatives?,""Bernard, Bianca, and Jake"",""Bernard, Bianca and Jake."",Who are all three of the RAS operatives ?,""Bernard , Bianca , and Jake"",""Bernard , Bianca and Jake ."""
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,What is the prize Percival is after?,Maharute and her nest,an eagle,What is the prize Percival is after ?,Maharute and her nest,an eagle"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Why did Percival imprison Cody?,Because Cody was protecting Maharute,Cody won't tell him where Marahute is.,Why did Percival imprison Cody ?,Because Cody was protecting Maharute,Cody wo n't tell him where Marahute is ."
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Why does Percival imprison animals?,He is a poacher and exploits animals for profit,Refusing to give Marahute's whereabouts,Why does Percival imprison animals ?,He is a poacher and exploits animals for profit,Refusing to give Marahute s whereabouts"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,How does Percival get Cody to reveal the location of Maharute's nest?,Percival tricks Cody into thinking Maharute is dead,tricks him,How does Percival get Cody to reveal the location of Maharute s nest ?,Percival tricks Cody into thinking Maharute is dead,tricks him"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,How did Bernard disable McLeach's vehicle?,Bernard used a wild razorback pig to follow and disable McLeach's vehicle,Using a razorback pig he was riding.,How did Bernard disable McLeach s vehicle ?,Bernard used a wild razorback pig to follow and disable McLeach s vehicle,Using a razorback pig he was riding ."
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Why did Joanna fail at eating the eggs?,Bernard hid the eggs and used rocks as decoys.,they were actually stones,Why did Joanna fail at eating the eggs ?,Bernard hid the eggs and used rocks as decoys .,they were actually stones"
"04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,Did Bernard eventually propose to Bianca?,""At the end of the movie, Bernard did propose to Bianca."",Yes.,Did Bernard eventually propose to Bianca ?,""At the end of the movie , Bernard did propose to Bianca ."",Yes ."
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,Where is this story set in?,London,London,Where is this story set in ?,London,London"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,Who is Letitia promised to?,Doricourt,Letitia is promised to a Doricourt who she knew during childhood.,Who is Letitia promised to ?,Doricourt,Letitia is promised to a Doricourt who she knew during childhood ."
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,Who is Sir George Touchwood's wife?,Lady Francis Touchwood,Lady Francis Touchwood,Who is Sir George Touchwood s wife ?,Lady Francis Touchwood,Lady Francis Touchwood"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,When was the last time Letitia seen Doricourt?,Childhood,Childhood,When was the last time Letitia seen Doricourt ?,Childhood,Childhood"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,Who makes Doricourt unmoved?,Letitia,Letitia Hardy,Who makes Doricourt unmoved ?,Letitia,Letitia Hardy"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,How does Letitia want love?,Equally adored by man,She wants to love someone who loves her back equally.,How does Letitia want love ?,Equally adored by man,She wants to love someone who loves her back equally ."
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,Who is Sir George jealous of?,His wife,Lady Frances,Who is Sir George jealous of ?,His wife,Lady Frances"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,What was this story for Ellen Terry?,His favorite role,A favorite.,What was this story for Ellen Terry ?,His favorite role,A favorite ."
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,When does this story take place?,1780's,1780s,When does this story take place ?,1780 s,1780s"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,What does Letitia plan?,a bold deception ,To trick Doricourt into passion.,What does Letitia plan ?,a bold deception,To trick Doricourt into passion ."
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,""In the story, who is Letitia Hardy promised to marry?"",Doricourt,Doricourt,""In the story , who is Letitia Hardy promised to marry ?"",Doricourt,Doricourt"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,In what city does the story take place?,London,London,In what city does the story take place ?,London,London"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,""To Letitia's surprise, what feelings does she discover she has for Doricourt?"",That she is madly in love with him.,She is head over heels in love with him.,""To Letitia s surprise , what feelings does she discover she has for Doricourt ?"",That she is madly in love with him .,She is head over heels in love with him ."
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,Letitia's plans to charm Doricourt are challenged when she discovers what about his feelings for her?,That he is unmoved by her.,He doesn't care for her.,Letitia s plans to charm Doricourt are challenged when she discovers what about his feelings for her ?,That he is unmoved by her .,He does n't care for her ."
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,Why does Letitia plan to trick Doricourt into passion?,Because she wishes to marry someone who adores her equally.,She wants to marry someone that loves her equally.,Why does Letitia plan to trick Doricourt into passion ?,Because she wishes to marry someone who adores her equally .,She wants to marry someone that loves her equally ."
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,How does Sir George's aquaintance plan to change Lady Frances?,By turning her into a fine lady.,She wants to change Lady Frances into a fine young woman.,How does Sir George s aquaintance plan to change Lady Frances ?,By turning her into a fine lady .,She wants to change Lady Frances into a fine young woman ."
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,Sir George believes that his wife Lady Frances is corrupted by what?,By a fashionable life.,fashionable life,Sir George believes that his wife Lady Frances is corrupted by what ?,By a fashionable life .,fashionable life"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,What feeling does Sir George harbor toward his lovely country-bred wife?,Jealousy,jealousy ,What feeling does Sir George harbor toward his lovely country-bred wife ?,Jealousy,jealousy"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,Why does Sir George's aquaintance plan to turn Lady Frances into a fine lady?,To spite the jealous Sir George.,She is from the rural county,Why does Sir George s aquaintance plan to turn Lady Frances into a fine lady ?,To spite the jealous Sir George .,She is from the rural county"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,What is Lady Francis' relationship to Sir George?,Lady Francis is Sir George's wife.,Wife,What is Lady Francis ' relationship to Sir George ?,Lady Francis is Sir George s wife .,Wife"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,To whom has Letitia Hardy been promised?,Doricourt,Doricourt,To whom has Letitia Hardy been promised ?,Doricourt,Doricourt"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,Upon meeting how does Doricourt treat Letitia?,With indifference.,He is unmoved by her,Upon meeting how does Doricourt treat Letitia ?,With indifference .,He is unmoved by her"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,How does Letitia feel about Doricourt?,Letitia is hopelessly in love with Doricourt.,She is charmed by him,How does Letitia feel about Doricourt ?,Letitia is hopelessly in love with Doricourt .,She is charmed by him"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,Of whom is Sir George madly jealous?,""Lady Francis, his wife."",Lady Frances,Of whom is Sir George madly jealous ?,""Lady Francis , his wife ."",Lady Frances"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,What century is the tale set in?,The Eighteenth.,18th century,What century is the tale set in ?,The Eighteenth .,18th century"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,What city is the tale set in?,London,London,What city is the tale set in ?,London,London"
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,What does George fear his country wife might become?,Dangerously sophisticated.,George is afraid his wife may become a fashionable fine lady.,What does George fear his country wife might become ?,Dangerously sophisticated .,George is afraid his wife may become a fashionable fine lady ."
"05000d20b404b4f3c6c34127dc3836fecad8f134,train,In which social occasion does the drama unfold?,A Masquerade Ball.,A masquerade ball,In which social occasion does the drama unfold ?,A Masquerade Ball .,A masquerade ball"
